step,train_loss,train_acc,dev_loss,dev_acc
0,74.03387451171875,0.10475,73.51309204101562,0.10271428571428572
100,58.92012405395508,0.098,59.21571731567383,0.096
200,52.3442268371582,0.079,46.39854431152344,0.07442857142857143
300,38.90510940551758,0.06275,36.4174690246582,0.05714285714285714
400,33.46326446533203,0.074,29.72189712524414,0.06585714285714285
500,25.59024429321289,0.0915,25.513200759887695,0.07857142857142857
600,24.679180145263672,0.09775,22.43460464477539,0.086
700,14.409505844116211,0.1105,19.897811889648438,0.09885714285714285
800,14.320024490356445,0.112,17.725053787231445,0.11514285714285714
900,15.549543380737305,0.141,15.882387161254883,0.1357142857142857
1000,17.204875946044922,0.15075,14.313173294067383,0.15828571428571428
