step,train_loss,train_acc,dev_loss,dev_acc
0,74.03387451171875,0.097,892738.0,0.10285714285714286
100,7.107065677642822,0.10425,2.357779026031494,0.10071428571428571
200,2.4275710582733154,0.1,2.3456108570098877,0.103
300,2.3842999935150146,0.102,2.3449525833129883,0.10242857142857142
400,2.3685338497161865,0.0935,2.435943841934204,0.103
500,2.428626775741577,0.1,2.359666109085083,0.10228571428571429
600,2.285435438156128,0.0925,2.336674451828003,0.10285714285714286
700,2.475473403930664,0.113,2.375974655151367,0.10242857142857142
800,2.4858431816101074,0.095,2.3726444244384766,0.103
900,2.4084599018096924,0.10025,2.353606700897217,0.09742857142857143
1000,2.3986124992370605,0.10375,2.3743014335632324,0.09928571428571428
