step,train_loss,train_acc,dev_loss,dev_acc
0,74.03387451171875,0.097,10403.572265625,0.10285714285714286
100,2.7276644706726074,0.1075,2.2927021980285645,0.10357142857142858
200,2.3276114463806152,0.10625,2.293605089187622,0.109
300,2.3449223041534424,0.11225,2.305168390274048,0.10385714285714286
400,2.2196261882781982,0.10275,2.2969374656677246,0.109
500,2.329129695892334,0.1115,2.2993545532226562,0.109
600,2.3418591022491455,0.10225,2.2937283515930176,0.10914285714285714
700,2.1729443073272705,0.10675,2.3115317821502686,0.10071428571428571
800,2.328676700592041,0.10675,2.2956104278564453,0.101
900,2.2850122451782227,0.11175,2.3047478199005127,0.10814285714285714
1000,2.3032965660095215,0.10075,2.3188960552215576,0.09742857142857143
