step,train_loss,train_acc,dev_loss,dev_acc
0,74.03387451171875,0.1645,52.74549865722656,0.15685714285714286
100,1.9369728565216064,0.6715,1.286168098449707,0.6604285714285715
200,0.8299309015274048,0.72275,1.0459396839141846,0.7281428571428571
300,0.4847582280635834,0.74825,0.8687554001808167,0.7581428571428571
400,0.6882240772247314,0.778,0.6698485016822815,0.773
500,0.7202872037887573,0.76,0.7139183878898621,0.7632857142857142
600,0.7178876996040344,0.79575,0.6334928274154663,0.792
700,0.29698604345321655,0.8115,0.5888200998306274,0.7962857142857143
800,0.4611125588417053,0.80875,0.6043118834495544,0.8048571428571428
900,0.4553301930427551,0.81075,0.5780074000358582,0.8042857142857143
1000,0.7419531345367432,0.821,0.578671395778656,0.8072857142857143
