step,train_loss,train_acc,dev_loss,dev_acc
0,8.646912574768066,0.1315,21.314138412475586,0.14042857142857143
100,1.3181816339492798,0.65275,1.0081796646118164,0.6441428571428571
200,2.0215904712677,0.73925,0.7493968605995178,0.7432857142857143
300,0.8090909719467163,0.75375,0.6890696287155151,0.7562857142857143
400,0.5220502018928528,0.79525,0.6206828355789185,0.7855714285714286
500,0.05862976983189583,0.78425,0.6663117408752441,0.7805714285714286
600,1.5197917222976685,0.79325,0.6067101955413818,0.7937142857142857
700,0.21765220165252686,0.7985,0.5775564908981323,0.7958571428571428
800,0.606961727142334,0.805,0.586927056312561,0.7945714285714286
900,0.3810940384864807,0.8115,0.5568642020225525,0.8025714285714286
1000,0.8405346870422363,0.82275,0.6104552745819092,0.804
1100,0.4768238067626953,0.7875,0.6033681631088257,0.789
1200,0.2854824662208557,0.82225,0.5537058711051941,0.8177142857142857
1300,0.882165253162384,0.827,0.5082933902740479,0.8262857142857143
1400,0.2858901619911194,0.83125,0.5353198647499084,0.822
1500,0.14352139830589294,0.79725,0.5861969590187073,0.7954285714285714
