step,train_loss,train_acc,dev_loss,dev_acc
0,74.03387451171875,0.1005,58.898990631103516,0.09557142857142857
100,3.8617336750030518,0.6445,2.8733129501342773,0.6362857142857142
200,3.86742901802063,0.67675,2.2464778423309326,0.6938571428571428
300,1.5501556396484375,0.724,1.8848265409469604,0.7264285714285714
400,2.167856216430664,0.72925,1.6610058546066284,0.7331428571428571
500,1.3150231838226318,0.7405,1.471426010131836,0.7427142857142857
600,1.4960697889328003,0.75675,1.3609334230422974,0.7617142857142857
700,0.849962592124939,0.7815,1.2199931144714355,0.7652857142857142
800,1.0802383422851562,0.7805,1.164266586303711,0.7711428571428571
900,1.3523939847946167,0.7825,1.060125470161438,0.7781428571428571
1000,1.3595170974731445,0.802,1.07033371925354,0.7864285714285715
