step,train_loss,train_acc,dev_loss,dev_acc
0,25.797653198242188,0.10625,46.041358947753906,0.09728571428571428
100,2.4619128704071045,0.554,2.0152065753936768,0.5357142857142857
200,2.0747718811035156,0.59175,1.5158002376556396,0.5922857142857143
300,1.1563913822174072,0.63175,1.1829745769500732,0.6302857142857143
400,1.1522423028945923,0.66875,1.0712114572525024,0.6522857142857142
500,0.40813225507736206,0.67725,1.043765902519226,0.6691428571428572
600,1.1643354892730713,0.65975,1.0235018730163574,0.6718571428571428
700,0.503881573677063,0.678,0.9380215406417847,0.684
800,0.7557290196418762,0.6925,0.9418894648551941,0.7038571428571428
900,1.4394056797027588,0.70825,0.9452970027923584,0.6985714285714286
1000,1.1247763633728027,0.72025,0.8977473974227905,0.7094285714285714
1100,1.1606197357177734,0.6755,0.9327631592750549,0.68
